www.SimpleMEMS.com,,,,,,,,,,,,,,,,
Battery Voltage,3.949 Volts,,,,,,,,,,,,,,,
Sample Rate (SR),(32) Hz,,,,,,,,,,,,,,,
Timestamp Format (TSF),(0) Absolute,,,,,,,,,,,,,,,
Accelerometer Status (AS),(1) On,,,,,,,,,,,,,,,
Acceleration Format (AF),(0) G's,,,,,,,,,,,,,,,
Accelerometer Full Scale (AFS),(2) +/- 2 G's,,,,,,,,,,,,,,,
Magnetometer Status (MS),(1) On,,,,,,,,,,,,,,,
Magnetic Field Format (MFF),(0) Gauss,,,,,,,,,,,,,,,
Magnetic Field Gain (MFG),(1300) milli-gauss,,,,,,,,,,,,,,,
Gyroscope Status (GS),(1) On,,,,,,,,,,,,,,,
Angular Rate Format (ARF),(0) DPS: Degrees per second,,,,,,,,,,,,,,,
Angular Rate Full Scale (ARFS),(250000) milli-degrees per second/250 DPS,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,Second,Sub-Second,Acceleration-X (G's),Acceleration-Y (G's),Acceleration-Z (G's),MagneticField-X (Gauss),MagneticField-Y (Gauss),MagneticField-Z (Gauss),AngularRate-X (dps),AngularRate-Y (dps),AngularRate-Z (dps),
2016,1,9,13,29,44,0.0937,-0.991,-0.008,0.028,-0.0645,0.1,0.1327,-0.2,0.2583,0.3,
2016,1,9,13,29,44,0.125,-0.994,-0.006,0.026,-0.0636,0.0991,0.1276,-0.1417,-0.2333,-0.6583,
2016,1,9,13,29,44,0.1562,-0.99,-0.01,0.026,-0.0636,0.0927,0.1316,-0.2333,-0.025,-0.3417,
2016,1,9,13,29,44,0.1875,-0.993,-0.003,0.022,-0.0664,0.0918,0.1276,-0.3333,0.2333,0.0167,
2016,1,9,13,29,44,0.2187,-0.987,-0.016,0.032,-0.0691,0.0936,0.1265,-0.1833,-0.55,-1,
2016,1,9,13,29,44,0.25,-0.989,-0.011,0.037,-0.0618,0.0991,0.1327,-0.475,0.2333,0.35,
2016,1,9,13,29,44,0.2812,-0.994,-0.011,0.026,-0.0655,0.0955,0.1337,-0.475,-0.1083,-0.85,
2016,1,9,13,29,44,0.3125,-0.995,-0.007,0.027,-0.0673,0.0964,0.1316,-0.3917,0.3083,0.0333,
2016,1,9,13,29,44,0.3437,-0.989,-0.009,0.018,-0.0664,0.0927,0.1306,-0.4167,0.4833,-0.3333,
2016,1,9,13,29,44,0.375,-0.988,-0.012,0.022,-0.0682,0.0927,0.1276,-0.6167,-0.125,-0.6083,
2016,1,9,13,29,44,0.4062,-0.991,-0.008,0.019,-0.0636,0.0973,0.1306,-0.4333,0.5917,0.2417,
2016,1,9,13,29,44,0.4375,-0.995,-0.011,0.029,-0.07,0.09,0.1265,-0.2167,-0.3333,-0.5833,
2016,1,9,13,29,44,0.4687,-0.993,-0.006,0.02,-0.07,0.0927,0.1265,-0.4583,0.6833,-0.1083,
2016,1,9,13,29,44,0.5,-0.99,-0.007,0.032,-0.0691,0.0936,0.1276,-0.275,-0.4417,-0.4167,
2016,1,9,13,29,44,0.5312,-0.993,-0.003,0.026,-0.0682,0.0945,0.1276,-0.6,0.525,-0.35,
2016,1,9,13,29,44,0.5625,-0.992,-0.006,0.024,-0.0664,0.0973,0.1296,-0.4167,-0.0083,-0.2083,
2016,1,9,13,29,44,0.5937,-0.993,-0.009,0.025,-0.0673,0.0955,0.1296,-0.2583,-0.0333,-0.4917,
2016,1,9,13,29,44,0.625,-0.994,-0.007,0.031,-0.0682,0.0936,0.1306,-0.3333,0.2,0,
2016,1,9,13,29,44,0.6562,-0.992,-0.014,0.03,-0.0636,0.0991,0.1316,-0.4,-0.0667,-0.4917,
2016,1,9,13,29,44,0.6875,-0.994,-0.01,0.029,-0.0691,0.0955,0.1296,-0.2667,0,-0.175,
2016,1,9,13,29,44,0.7187,-0.991,-0.012,0.03,-0.07,0.0927,0.1286,-0.275,0.15,-0.3917,
2016,1,9,13,29,44,0.75,-0.993,-0.008,0.024,-0.0691,0.0927,0.1276,-0.35,0.1167,-0.3417,
2016,1,9,13,29,44,0.7812,-0.996,-0.01,0.025,-0.0618,0.0936,0.1306,-0.4333,0.3667,-0.1417,
2016,1,9,13,29,44,0.8125,-0.991,-0.011,0.02,-0.06,0.1009,0.1337,-0.5167,0.175,-0.1583,
2016,1,9,13,29,44,0.8437,-0.995,-0.007,0.021,-0.0582,0.0982,0.1327,-0.3917,-0.2583,-0.5583,
2016,1,9,13,29,44,0.875,-0.992,-0.005,0.021,-0.0645,0.0955,0.1316,-1.1,0.375,-0.35,
2016,1,9,13,29,44,0.9062,-0.996,-0.008,0.019,-0.0655,0.0964,0.1286,-1.225,-1.2833,-1.0083,
2016,1,9,13,29,44,0.9375,-0.993,-0.008,0.03,-0.07,0.09,0.1245,-1.025,-1.5083,-1.025,
2016,1,9,13,29,44,0.9687,-0.632,-0.221,0.042,-0.0645,0.0927,0.1286,-11.7083,25.3,39.9333,BONK 1
2016,1,9,13,29,45,0,-1.213,0.468,0.089,-0.0709,0.0945,0.1092,-59.4,-36.2417,-4.9167,
2016,1,9,13,29,45,0.0312,-0.59,-0.226,0.634,-0.0609,0.1,0.1347,79.7083,-61.7667,-38.2917,
2016,1,9,13,29,45,0.0625,-0.806,-0.086,0.141,-0.06,0.1,0.1306,-51,100.075,32.7333,
2016,1,9,13,29,45,0.0937,-0.887,0.1,0.403,-0.0645,0.0955,0.1265,-2.6667,-44.5417,-22.0417,
2016,1,9,13,29,45,0.125,-1.024,-0.088,-0.126,-0.0627,0.0909,0.1224,4.3083,32.425,3.775,
2016,1,9,13,29,45,0.1562,-1.054,0.189,0.126,-0.0582,0.0991,0.1255,0.7,-20.8833,9.6833,
2016,1,9,13,29,45,0.1875,-0.97,-0.143,-0.03,-0.0682,0.0918,0.1235,-2.4083,16.5917,-18.7833,
2016,1,9,13,29,45,0.2187,-1.021,0.12,0.047,-0.0673,0.0945,0.1214,3.0167,-9.1083,21.1667,
2016,1,9,13,29,45,0.25,-0.981,-0.146,-0.088,-0.06,0.0973,0.1265,-1.5667,5.1167,-19.4917,
2016,1,9,13,29,45,0.2812,-1.003,0.102,0.044,-0.0664,0.0945,0.1255,1.2667,-4.5333,11.7333,
2016,1,9,13,29,45,0.3125,-0.986,-0.021,-0.043,-0.0618,0.0973,0.1276,-1.3083,5.8833,-3.975,
2016,1,9,13,29,45,0.3437,-0.991,0.024,0.065,-0.0645,0.0936,0.1286,0.55,-6.725,-4.0417,
2016,1,9,13,29,45,0.375,-1.021,0.057,-0.038,-0.0618,0.0964,0.1255,-0.5083,7.175,8.225,
2016,1,9,13,29,45,0.4062,-0.969,-0.045,0.076,-0.0645,0.0927,0.1265,-0.8667,-5.1583,-9.5083,
2016,1,9,13,29,45,0.4375,-1.006,0.038,-0.003,-0.0664,0.0909,0.1235,0.2333,3.8917,7.4833,
2016,1,9,13,29,45,0.4687,-0.976,-0.049,0.049,-0.0627,0.0936,0.1214,-0.8417,-1.0167,-4.6333,
2016,1,9,13,29,45,0.5,-1.014,0.033,-0.037,-0.0627,0.0945,0.1255,-0.2833,-0.8833,0.125,
2016,1,9,13,29,45,0.5312,-0.992,0.002,0.012,-0.0627,0.0927,0.1235,-0.6417,3.3833,2.6083,
2016,1,9,13,29,45,0.5625,-0.997,0.003,-0.003,-0.0591,0.0982,0.1286,-0.475,-4.075,-5.025,
2016,1,9,13,29,45,0.5937,-1.004,0.032,-0.002,-0.0627,0.0955,0.1245,-0.5,-3.2667,-4.4167,
2016,1,9,13,29,45,0.625,-0.989,-0.033,0.009,-0.0627,0.0955,0.1255,-0.3,2.3667,1.7333,
2016,1,9,13,29,45,0.6562,-1.007,0.028,-0.002,-0.0682,0.0927,0.1265,0.0583,-1.05,-0.1917,
2016,1,9,13,29,45,0.6875,-0.984,-0.037,0.007,-0.0618,0.0927,0.1245,-0.4667,0.05,-2.5833,
2016,1,9,13,29,45,0.7187,-1.003,0.026,0.014,-0.0645,0.0955,0.1245,-0.5583,0.425,3.125,
2016,1,9,13,29,45,0.75,-0.993,-0.015,0.003,-0.0645,0.0955,0.1276,-1.15,0.0333,-4.1583,
2016,1,9,13,29,45,0.7812,-0.995,0.015,0.015,-0.0655,0.0964,0.1286,-0.2917,0.4917,3.3583,
2016,1,9,13,29,45,0.8125,-0.998,0.012,0.005,-0.0582,0.0945,0.1265,-0.7917,0.2083,-3.0417,
2016,1,9,13,29,45,0.8437,-0.99,-0.012,0.029,-0.0582,0.0973,0.1245,-0.4333,-0.3583,1.0417,
2016,1,9,13,29,45,0.875,-1.002,0.017,0.009,-0.0555,0.1018,0.1276,-0.7083,1.6333,-0.0167,
2016,1,9,13,29,45,0.9062,-0.983,-0.021,0.02,-0.0609,0.0955,0.1265,-0.2,-1.8417,-1.5667,
2016,1,9,13,29,45,0.9375,-0.997,0.008,-0.004,-0.0664,0.0927,0.1224,-0.575,2.3417,1.4917,
2016,1,9,13,29,45,0.9687,-0.99,-0.015,0.012,-0.0636,0.0936,0.1265,-0.5833,-1.675,-2.0417,
2016,1,9,13,29,46,0,-0.997,0.003,0.004,-0.0618,0.0945,0.1286,-0.6583,1.6417,1.3333,
2016,1,9,13,29,46,0.0312,-0.994,-0.002,0.008,-0.0645,0.0945,0.1265,-0.25,-0.5167,-1.2167,
2016,1,9,13,29,46,0.0625,-1.001,-0.009,0.009,-0.0618,0.0918,0.1255,0.15,-0.2417,-0.1833,
2016,1,9,13,29,46,0.0937,-0.992,-0.007,0.016,-0.0618,0.0964,0.1255,0.2667,0.275,0.025,
2016,1,9,13,29,46,0.125,-0.989,-0.01,0.011,-0.0618,0.0936,0.1276,-0.375,-0.6167,-1.0917,
2016,1,9,13,29,46,0.1562,-0.996,-0.004,0.011,-0.0609,0.0955,0.1224,-0.3083,1.05,0.5833,
2016,1,9,13,29,46,0.1875,-0.988,-0.01,0.014,-0.0564,0.0991,0.1235,-0.1083,-0.7833,-1.25,
2016,1,9,13,29,46,0.2187,-0.998,0.002,0.007,-0.06,0.09,0.1204,-0.3833,0.725,0.3667,
2016,1,9,13,29,46,0.25,-0.996,-0.007,0.011,-0.0609,0.0964,0.1255,-0.3417,-0.3667,-0.75,
2016,1,9,13,29,46,0.2812,-0.996,-0.001,0.014,-0.0545,0.0991,0.1296,-0.4833,0.325,-0.225,
2016,1,9,13,29,46,0.3125,-0.996,-0.015,0.005,-0.0618,0.0964,0.1286,-0.4917,0.175,-0.0417,
2016,1,9,13,29,46,0.3437,-0.994,-0.012,0.006,-0.0636,0.0964,0.1265,-0.7417,0.3167,-0.9333,
2016,1,9,13,29,46,0.375,-0.994,-0.005,0.005,-0.0636,0.0945,0.1265,-0.6083,0.0583,0.3417,
2016,1,9,13,29,46,0.4062,-0.994,-0.009,0.006,-0.0564,0.0991,0.1265,-0.4833,-0.075,0.0917,
2016,1,9,13,29,46,0.4375,-0.995,-0.001,0.003,-0.0664,0.0936,0.1204,-0.5583,0.8,-0.5833,
2016,1,9,13,29,46,0.4687,-0.993,-0.007,0.005,-0.0664,0.0909,0.1224,-0.3417,-0.5167,-0.1917,
2016,1,9,13,29,46,0.5,-0.993,-0.003,0.009,-0.0636,0.0927,0.1255,-0.2167,0.875,-0.0083,
2016,1,9,13,29,46,0.5312,-0.993,-0.009,0.013,-0.0645,0.09,0.1286,0.05,-0.7,-0.6917,
2016,1,9,13,29,46,0.5625,-0.993,-0.009,0.009,-0.0618,0.0936,0.1255,-0.2917,0.775,0.0833,
2016,1,9,13,29,46,0.5937,-0.995,-0.002,0.004,-0.0627,0.09,0.1224,-0.4,-0.3667,-0.475,
2016,1,9,13,29,46,0.625,-0.996,-0.007,0.011,-0.0636,0.0945,0.1276,-0.375,0.3833,-0.2333,
2016,1,9,13,29,46,0.6562,-0.994,-0.002,0.013,-0.0573,0.0982,0.1245,-0.5,0.0333,-0.2333,
2016,1,9,13,29,46,0.6875,-0.993,-0.006,0.008,-0.0591,0.0936,0.1286,-0.675,0.2083,-0.5417,
2016,1,9,13,29,46,0.7187,-0.994,-0.003,0.009,-0.0645,0.0945,0.1265,-0.4417,0.1083,0.0167,
2016,1,9,13,29,46,0.75,-0.99,-0.005,0.018,-0.0645,0.0945,0.1276,-0.0417,-0.175,-0.1417,
2016,1,9,13,29,46,0.7812,-0.986,-0.005,0.011,-0.0636,0.0945,0.1245,-0.1667,0.3,-0.125,
2016,1,9,13,29,46,0.8125,-0.987,-0.005,0.002,-0.0564,0.0973,0.1316,-0.8583,0.2833,-0.4667,
2016,1,9,13,29,46,0.8437,-0.991,-0.008,0,-0.0618,0.0891,0.1235,-1.2917,0.4667,-0.1833,
2016,1,9,13,29,46,0.875,-0.998,-0.005,-0.003,-0.0636,0.0964,0.1265,-1.3583,0.45,-0.375,
2016,1,9,13,29,46,0.9062,-0.996,-0.006,0.009,-0.0636,0.0909,0.1255,-0.7417,0.0167,-0.375,
2016,1,9,13,29,46,0.9375,-0.998,-0.007,0.007,-0.0664,0.09,0.1224,-0.1083,0.2,-0.0917,
2016,1,9,13,29,46,0.9687,-1.001,-0.007,0.007,-0.0591,0.0964,0.1276,0.1833,-0.0583,-0.4167,
2016,1,9,13,29,47,0,-0.999,-0.005,0.009,-0.0627,0.0964,0.1224,0.3917,-0.1083,-0.2833,
2016,1,9,13,29,47,0.0312,-0.991,-0.005,0.008,-0.0636,0.0918,0.1255,0.2333,-0.2417,-0.2417,
2016,1,9,13,29,47,0.0625,-0.993,-0.005,0.007,-0.0636,0.0936,0.1276,-0.025,0.4,-0.2333,
2016,1,9,13,29,47,0.0937,-0.994,-0.006,0.005,-0.0636,0.0927,0.1235,0.125,-0.35,-0.3167,
2016,1,9,13,29,47,0.125,-0.995,-0.002,0.006,-0.0636,0.0909,0.1224,-0.275,0.4667,-0.6083,
2016,1,9,13,29,47,0.1562,-0.998,-0.002,0.015,-0.0573,0.0955,0.1224,-0.55,-0.575,-0.0583,
2016,1,9,13,29,47,0.1875,-0.997,-0.008,0.006,-0.0682,0.0909,0.1235,-0.8583,-0.3333,-0.0583,
2016,1,9,13,29,47,0.2187,-0.989,-0.005,0.01,-0.0682,0.0955,0.1255,-0.8583,0.6333,-0.6667,
2016,1,9,13,29,47,0.25,-0.993,-0.009,0.005,-0.0664,0.0945,0.1255,-0.5,-0.1333,-0.0833,
2016,1,9,13,29,47,0.2812,-0.991,-0.002,0.01,-0.06,0.0909,0.1235,-0.675,0.5417,-0.3917,
2016,1,9,13,29,47,0.3125,-0.989,-0.009,0.007,-0.0645,0.0936,0.1214,-0.5833,0.0083,-0.3333,
2016,1,9,13,29,47,0.3437,-0.992,-0.005,0.014,-0.0555,0.1009,0.1286,-0.65,0.0917,-0.2583,
2016,1,9,13,29,47,0.375,-0.993,-0.008,0.006,-0.06,0.0955,0.1245,-0.6667,0.4833,-0.4167,
2016,1,9,13,29,47,0.4062,-0.996,-0.002,0.009,-0.0618,0.0927,0.1214,-0.4917,-0.3833,-0.1417,
2016,1,9,13,29,47,0.4375,-0.997,-0.006,0.005,-0.0664,0.0936,0.1184,-0.875,0.175,-0.8,
2016,1,9,13,29,47,0.4687,-0.993,-0.003,-0.005,-0.0664,0.0973,0.1245,-1.025,-0.6833,-0.275,
2016,1,9,13,29,47,0.5,-0.99,-0.007,0.007,-0.0627,0.0945,0.1265,-1.525,-2.2583,-1.6917,
2016,1,9,13,29,47,0.5312,-0.793,-0.234,-0.226,-0.0609,0.0982,0.1296,35.975,6.325,23.4417,BONK 2
2016,1,9,13,29,47,0.5625,-1.06,0.23,0.088,-0.0682,0.0945,0.1041,-42.775,8.725,10.725,
2016,1,9,13,29,47,0.5937,-0.591,-0.243,0.506,-0.0627,0.1009,0.1286,104.8667,-77.6,-42.45,
2016,1,9,13,29,47,0.625,-1.077,0.512,-0.127,-0.0636,0.0982,0.1173,-67,106.525,35.0417,
2016,1,9,13,29,47,0.6562,-0.931,0.171,0.311,-0.0664,0.1,0.1194,-1.0333,-46.3667,-26.9833,
2016,1,9,13,29,47,0.6875,-1.075,0.002,-0.131,-0.0645,0.0918,0.1153,5.025,33.025,9.1,
2016,1,9,13,29,47,0.7187,-0.98,-0.117,0.091,-0.07,0.0973,0.1204,-0.6833,-19.5583,6.225,
2016,1,9,13,29,47,0.75,-0.98,-0.142,-0.068,-0.0664,0.0945,0.1153,-1.3833,14.5083,-16.625,
2016,1,9,13,29,47,0.7812,-0.994,0.06,0.021,-0.0673,0.0973,0.1163,2.3917,-7.5583,20.9583,
2016,1,9,13,29,47,0.8125,-0.959,-0.166,-0.096,-0.0664,0.0945,0.1194,-0.9333,3.425,-21.1667,
2016,1,9,13,29,47,0.8437,-1.011,0.124,0.031,-0.0627,0.1009,0.1184,1.4333,-2.4667,15.1833,
2016,1,9,13,29,47,0.875,-0.979,-0.037,-0.027,-0.0618,0.0982,0.1214,-1.5583,4.1917,-7.6333,
2016,1,9,13,29,47,0.9062,-1.003,0.07,0.039,-0.0664,0.0955,0.1153,0.875,-5.225,-0.6417,
2016,1,9,13,29,47,0.9375,-0.981,-0.061,-0.021,-0.07,0.09,0.1102,-0.3417,5.65,5.5833,
2016,1,9,13,29,47,0.9687,-0.977,-0.023,0.043,-0.0673,0.0964,0.1214,-0.85,-5.2083,-8.8,
2016,1,9,13,29,48,0,-1.004,-0.004,-0.048,-0.0509,0.1027,0.1204,-1.1417,-2.8417,-7.1417,
2016,1,9,13,29,48,0.0312,-0.973,-0.051,0.028,-0.0655,0.0973,0.1204,-0.5417,1.4917,3.1667,
2016,1,9,13,29,48,0.0625,-1.009,0.039,-0.052,-0.0673,0.0918,0.1112,-0.9833,1.3917,-0.35,
2016,1,9,13,29,48,0.0937,-0.98,-0.013,0.017,-0.0627,0.0982,0.1173,-0.425,-2.575,-2.9333,
2016,1,9,13,29,48,0.125,-1.002,0.026,-0.039,-0.0645,0.0964,0.1173,-0.5667,4.1583,4.0333,
2016,1,9,13,29,48,0.1562,-0.977,-0.026,0.008,-0.0655,0.0991,0.1184,-0.4333,-3.7667,-4.8583,
2016,1,9,13,29,48,0.1875,-0.992,-0.01,-0.023,-0.0673,0.0918,0.1133,-0.6,3.4917,3.55,
2016,1,9,13,29,48,0.2187,-0.992,-0.001,-0.003,-0.0673,0.0945,0.1163,-0.65,-2.1917,-2.5667,
2016,1,9,13,29,48,0.25,-0.987,-0.03,-0.007,-0.0618,0.0936,0.1163,-0.8583,1.4917,0.0417,
2016,1,9,13,29,48,0.2812,-0.999,0.028,-0.012,-0.0618,0.1,0.1224,-0.5583,0.3083,1.1083,
2016,1,9,13,29,48,0.3125,-0.984,-0.025,-0.014,-0.0645,0.0973,0.1184,-0.625,-0.325,-3.0417,
2016,1,9,13,29,48,0.3437,-0.998,0.024,-0.007,-0.0664,0.0945,0.1194,-0.3333,0.9833,3.0333,
2016,1,9,13,29,48,0.375,-0.987,-0.026,-0.016,-0.0664,0.0945,0.1194,-0.5833,-0.4083,-3.525,
2016,1,9,13,29,48,0.4062,-0.994,0.011,-0.004,-0.0664,0.0927,0.1153,0.0583,-0.3417,2.275,
2016,1,9,13,29,48,0.4375,-0.991,-0.015,-0.018,-0.0682,0.0936,0.1153,-0.4583,1.0333,-1.875,
2016,1,9,13,29,48,0.4687,-0.99,-0.002,0.003,-0.0627,0.0964,0.1163,0.025,-1.1833,0.375,
2016,1,9,13,29,48,0.5,-0.993,0,-0.02,-0.0636,0.0955,0.1214,-0.5917,1.65,-0.1083,
2016,1,9,13,29,48,0.5312,-0.987,-0.013,0,-0.0536,0.1045,0.1255,-0.3417,-1.675,-1.1917,
2016,1,9,13,29,48,0.5625,-1.001,0.009,-0.03,-0.0618,0.0945,0.1173,-0.625,2.1917,1.0417,
2016,1,9,13,29,48,0.5937,-0.99,-0.008,0.003,-0.0664,0.0936,0.1153,-0.525,-1.8583,-1.95,
2016,1,9,13,29,48,0.625,-0.997,0.007,-0.025,-0.0582,0.1036,0.1224,-0.5583,1.5667,1.1667,
2016,1,9,13,29,48,0.6562,-0.99,-0.007,-0.003,-0.06,0.0982,0.1224,-0.3083,-0.875,-1.3333,
2016,1,9,13,29,48,0.6875,-0.994,0.003,-0.014,-0.0636,0.0955,0.1194,-0.4167,0.65,0.2167,
2016,1,9,13,29,48,0.7187,-0.989,-0.004,-0.009,-0.0673,0.0918,0.1173,-0.6333,0.1333,-0.2917,
2016,1,9,13,29,48,0.75,-0.997,0.007,-0.023,-0.0673,0.09,0.1184,-0.4917,-0.4667,-0.9583,
2016,1,9,13,29,48,0.7812,-0.991,-0.003,-0.01,-0.06,0.1,0.1224,-0.6167,0.825,0.5667,
2016,1,9,13,29,48,0.8125,-0.991,0.001,-0.016,-0.0627,0.0918,0.1194,-0.4583,0.8917,0.7333,
2016,1,9,13,29,48,0.8437,-0.995,0.007,-0.016,-0.0636,0.0936,0.1173,-0.3583,-0.175,-1.1833,
2016,1,9,13,29,48,0.875,-0.996,-0.008,-0.017,-0.0664,0.0936,0.1194,-0.4,-0.05,0.125,
2016,1,9,13,29,48,0.9062,-0.996,0.009,-0.014,-0.0682,0.0918,0.1153,-0.5917,0.1333,-0.5583,
2016,1,9,13,29,48,0.9375,-0.996,-0.007,-0.011,-0.0645,0.0945,0.1173,-0.15,-0.6167,-0.575,
2016,1,9,13,29,48,0.9687,-0.997,0.008,-0.011,-0.0609,0.0964,0.1224,-0.3417,0.775,0.2083,
2016,1,9,13,29,49,0,-0.993,-0.002,-0.016,-0.06,0.0982,0.1194,-0.3333,-0.3833,-0.775,
2016,1,9,13,29,49,0.0312,-0.998,0.004,-0.011,-0.0645,0.0945,0.1214,-0.4333,0.4333,0.2667,
2016,1,9,13,29,49,0.0625,-0.997,-0.001,-0.01,-0.0664,0.0955,0.1184,-0.5167,-0.1,-0.7917,
2016,1,9,13,29,49,0.0937,-0.994,0.002,-0.013,-0.0682,0.0964,0.1143,-0.3583,0.4667,0.175,
2016,1,9,13,29,49,0.125,-0.995,0,-0.014,-0.0709,0.0918,0.1153,-0.4583,-0.525,-0.6917,
2016,1,9,13,29,49,0.1562,-0.994,-0.004,-0.014,-0.0664,0.0936,0.1153,-0.4583,0.725,-0.125,
2016,1,9,13,29,49,0.1875,-0.993,-0.001,-0.009,-0.0636,0.0973,0.1184,-0.275,-0.425,-0.275,
2016,1,9,13,29,49,0.2187,-0.994,-0.004,-0.009,-0.07,0.0964,0.1153,-0.65,0.075,-0.65,
2016,1,9,13,29,49,0.25,-0.996,0.003,-0.015,-0.07,0.0955,0.1163,-0.8917,0.0667,0.1,
2016,1,9,13,29,49,0.2812,-0.991,-0.005,-0.01,-0.0736,0.0955,0.1153,-1.3167,-1.3583,-1.3917,
2016,1,9,13,29,49,0.3125,-0.937,-0.168,-0.104,-0.0682,0.0982,0.1133,57.225,-22.2583,-11.65,BONK 3
2016,1,9,13,29,49,0.3437,-1.448,0.071,-1.072,-0.0782,0.1027,0.1102,-55.875,155.0667,36.5833,
2016,1,9,13,29,49,0.375,-0.714,-0.381,0.424,-0.07,0.0955,0.1153,62.125,-114.8917,-67.458,
2016,1,9,13,29,49,0.4062,-0.965,0.792,-0.477,-0.0745,0.1018,0.1061,-55.0917,90.7417,28.9167,
2016,1,9,13,29,49,0.4375,-0.838,0.214,0.157,-0.0745,0.1009,0.1112,-9.9667,-33.2333,-11.1417,
2016,1,9,13,29,49,0.4687,-0.954,0.079,-0.206,-0.0636,0.1045,0.1092,11.6583,19.0333,-7.775,
2016,1,9,13,29,49,0.5,-0.977,0.148,0.047,-0.0727,0.1009,0.1102,-4.0333,-3.6167,19.65,
2016,1,9,13,29,49,0.5312,-0.964,-0.118,-0.115,-0.0718,0.0973,0.1041,0.25,-1.0167,-24.875,
2016,1,9,13,29,49,0.5625,-0.975,0.035,0.037,-0.0718,0.1018,0.1102,0.0167,4.4583,23.0167,
2016,1,9,13,29,49,0.5937,-0.956,-0.143,-0.077,-0.0709,0.1,0.1112,0.175,3.6333,6.7417,
2016,1,9,13,29,49,0.625,-1.027,0.135,-0.005,-0.0709,0.0991,0.1092,0.0417,-1.5,1.25,
2016,1,9,13,29,49,0.6562,-0.976,-0.059,-0.049,-0.0764,0.0982,0.1082,-0.525,0.05,-7.7917,
2016,1,9,13,29,49,0.6875,-1.008,0.098,0.01,-0.0727,0.0982,0.1112,0.15,2.0333,10.775,
2016,1,9,13,29,49,0.7187,-1.012,0.039,-0.076,-0.0718,0.1018,0.1102,-1.5583,-1.1333,-11.4,
2016,1,9,13,29,49,0.75,-0.988,0.006,0.006,-0.0745,0.0936,0.1051,0.3833,-0.2917,8.1833,
2016,1,9,13,29,49,0.7812,-0.99,-0.02,-0.059,-0.0727,0.0964,0.1082,-1.6667,2.325,-5.2,
2016,1,9,13,29,49,0.8125,-0.976,-0.04,0.01,-0.0736,0.0982,0.1082,-0.0917,-3.7417,0.575,
2016,1,9,13,29,49,0.8437,-1.009,0.034,-0.063,-0.0755,0.0964,0.1082,-0.8667,5.1833,1.725,
2016,1,9,13,29,49,0.875,-0.979,-0.022,0.004,-0.0736,0.0955,0.1071,0.0083,-5.5417,-4.1333,
2016,1,9,13,29,49,0.9062,-0.999,0.031,-0.059,-0.0745,0.1,0.1071,-0.925,5.4417,4.0417,
2016,1,9,13,29,49,0.9375,-0.995,0.012,-0.033,-0.0745,0.1,0.1082,-0.375,-4.45,-3.925,
2016,1,9,13,29,49,0.9687,-1,0.004,-0.039,-0.0709,0.0982,0.1102,-0.4167,3.3667,1.9583,
2016,1,9,13,29,50,0,-0.988,-0.012,-0.016,-0.0682,0.1027,0.1122,-0.1167,-1.6,-0.6667,
2016,1,9,13,29,50,0.0312,-0.989,-0.022,-0.031,-0.0718,0.0982,0.1122,-0.325,0.7833,-1.6417,
2016,1,9,13,29,50,0.0625,-0.999,0.019,-0.025,-0.0709,0.0964,0.1082,-0.4333,0.2167,2.3083,
2016,1,9,13,29,50,0.0937,-0.988,-0.026,-0.031,-0.0709,0.0991,0.1143,-0.5417,-0.2583,-3.5417,
2016,1,9,13,29,50,0.125,-1.001,0.033,-0.028,-0.0709,0.0973,0.1102,-0.2333,0.6333,3.1083,
2016,1,9,13,29,50,0.1562,-0.993,-0.007,-0.034,-0.0709,0.0973,0.1102,-0.7917,0.2,-3.2583,
2016,1,9,13,29,50,0.1875,-0.997,0.027,-0.021,-0.0673,0.0973,0.1133,-0.3917,-0.1917,1.7333,
2016,1,9,13,29,50,0.2187,-0.983,-0.015,-0.029,-0.0718,0.0973,0.1051,-0.3667,0.6917,-1.2917,
2016,1,9,13,29,50,0.25,-0.991,0.007,-0.022,-0.07,0.0955,0.1153,-0.15,-0.9083,-0.4,
2016,1,9,13,29,50,0.2812,-0.996,-0.005,-0.031,-0.0682,0.0973,0.1133,-0.5667,1.575,0.7667,
2016,1,9,13,29,50,0.3125,-0.995,-0.009,-0.016,-0.0664,0.0955,0.1133,-0.4083,-1.525,-2.1333,
2016,1,9,13,29,50,0.3437,-0.997,0.005,-0.042,-0.07,0.0927,0.1082,-0.3167,1.4167,1.5417,
2016,1,9,13,29,50,0.375,-0.991,0.006,-0.022,-0.0573,0.1055,0.1163,-0.375,-1.2667,-2.2,
2016,1,9,13,29,50,0.4062,-1,0.016,-0.037,-0.0673,0.0964,0.1102,-0.5833,-0.1583,-1.0667,
2016,1,9,13,29,50,0.4375,-0.986,0.001,-0.019,-0.0609,0.1,0.1143,-0.275,0.1083,-0.125,
2016,1,9,13,29,50,0.4687,-0.996,0.016,-0.037,-0.0664,0.0955,0.1112,-0.5333,0.6917,0.125,
2016,1,9,13,29,50,0.5,-0.993,-0.01,-0.022,-0.0655,0.0964,0.1143,-0.575,-0.225,-1.175,
2016,1,9,13,29,50,0.5312,-0.995,0.004,-0.027,-0.0636,0.0964,0.1133,-0.5417,1.4833,0.875,
