www.SimpleMEMS.com,,,,,,,,,,,,,,,,
Battery Voltage,3.949 Volts,,,,,,,,,,,,,,,
Sample Rate (SR),(32) Hz,,,,,,,,,,,,,,,
Timestamp Format (TSF),(0) Absolute,,,,,,,,,,,,,,,
Accelerometer Status (AS),(1) On,,,,,,,,,,,,,,,
Acceleration Format (AF),(0) G's,,,,,,,,,,,,,,,
Accelerometer Full Scale (AFS),(2) +/- 2 G's,,,,,,,,,,,,,,,
Magnetometer Status (MS),(1) On,,,,,,,,,,,,,,,
Magnetic Field Format (MFF),(0) Gauss,,,,,,,,,,,,,,,
Magnetic Field Gain (MFG),(1300) milli-gauss,,,,,,,,,,,,,,,
Gyroscope Status (GS),(1) On,,,,,,,,,,,,,,,
Angular Rate Format (ARF),(0) DPS: Degrees per second,,,,,,,,,,,,,,,
Angular Rate Full Scale (ARFS),(250000) milli-degrees per second/250 DPS,,,,,,,,,,,,,,,
Year,Month,Day,Hour,Minute,Second,Sub-Second,Acceleration-X (G's),Acceleration-Y (G's),Acceleration-Z (G's),MagneticField-X (Gauss),MagneticField-Y (Gauss),MagneticField-Z (Gauss),AngularRate-X (dps),AngularRate-Y (dps),AngularRate-Z (dps),
2016,1,9,13,29,37,0.625,-0.991,-0.01,0.021,-0.0518,0.0873,0.1337,-0.4667,0.175,0.0417,
2016,1,9,13,29,37,0.6562,-0.997,-0.008,0.029,-0.0536,0.0882,0.1408,-0.4083,-0.4,-0.7583,
2016,1,9,13,29,37,0.6875,-0.993,-0.013,0.031,-0.0482,0.0936,0.1388,-0.5167,0.4167,-0.0167,
2016,1,9,13,29,37,0.7187,-0.996,-0.002,0.023,-0.0527,0.0873,0.1408,-0.4,0.1833,-0.3333,
2016,1,9,13,29,37,0.75,-0.994,-0.009,0.031,-0.0518,0.0864,0.1327,-0.3333,-0.2583,-0.6333,
2016,1,9,13,29,37,0.7812,-0.993,-0.005,0.029,-0.0527,0.0873,0.1367,-0.35,0.3333,0.1,
2016,1,9,13,29,37,0.8125,-0.995,-0.012,0.025,-0.0536,0.0891,0.1378,-0.2667,-0.2083,-0.7083,
2016,1,9,13,29,37,0.8437,-0.993,-0.009,0.028,-0.05,0.09,0.1378,-0.2667,-0.0083,-0.0917,
2016,1,9,13,29,37,0.875,-0.994,-0.008,0.023,-0.0482,0.0945,0.1367,-0.4833,0.425,-0.1833,
2016,1,9,13,29,37,0.9062,-0.992,-0.008,0.027,-0.0564,0.0918,0.1388,-0.3833,-0.0583,-0.475,
2016,1,9,13,29,37,0.9375,-0.998,-0.009,0.024,-0.0564,0.0882,0.1347,-0.2333,0.1583,-0.1833,
2016,1,9,13,29,37,0.9687,-0.994,-0.01,0.03,-0.0573,0.0882,0.1388,-0.3583,-0.1583,-0.475,
2016,1,9,13,29,38,0,-0.997,-0.006,0.029,-0.0536,0.0909,0.1367,-0.7333,0.3917,-0.125,
2016,1,9,13,29,38,0.0312,-0.996,-0.009,0.03,-0.0618,0.0882,0.1327,-0.4,0.0083,-0.3167,
2016,1,9,13,29,38,0.0625,-0.994,-0.005,0.024,-0.0582,0.0882,0.1316,-0.3333,0.2917,-0.25,
2016,1,9,13,29,38,0.0937,-0.996,-0.011,0.027,-0.0609,0.0927,0.1327,-0.3667,0.025,-0.35,
2016,1,9,13,29,38,0.125,-0.998,-0.008,0.026,-0.0591,0.09,0.1347,-0.4917,-0.0333,-0.25,
2016,1,9,13,29,38,0.1562,-0.996,-0.008,0.026,-0.0555,0.0918,0.1357,-0.5,0.2167,-0.2333,
2016,1,9,13,29,38,0.1875,-0.996,-0.01,0.026,-0.0564,0.0927,0.1347,-0.3,0.3583,-0.2833,
2016,1,9,13,29,38,0.2187,-0.989,-0.009,0.033,-0.0555,0.0945,0.1337,-0.275,-0.225,-0.2167,
2016,1,9,13,29,38,0.25,-0.994,-0.006,0.023,-0.0582,0.0918,0.1357,-0.825,0.5667,-0.55,
2016,1,9,13,29,38,0.2812,-0.992,-0.006,0.027,-0.06,0.0918,0.1337,-0.2583,-0.3167,0.0833,
2016,1,9,13,29,38,0.3125,-0.994,-0.009,0.026,-0.0618,0.0864,0.1306,-0.2417,-0.0333,-0.7417,
2016,1,9,13,29,38,0.3437,-0.99,-0.002,0.035,-0.0627,0.0891,0.1306,-0.3833,0.6333,0.1083,
2016,1,9,13,29,38,0.375,-0.988,-0.009,0.027,-0.0609,0.0918,0.1357,-0.2417,-0.3,-0.6583,
2016,1,9,13,29,38,0.4062,-0.991,-0.005,0.026,-0.0591,0.0936,0.1347,-0.3667,-0.5333,-0.1083,
2016,1,9,13,29,38,0.4375,-0.991,-0.011,0.026,-0.0618,0.09,0.1337,-0.6333,0.2417,-0.8583,
2016,1,9,13,29,38,0.4687,-0.992,-0.005,0.034,-0.0627,0.0891,0.1296,-0.3,-0.0917,0.325,
2016,1,9,13,29,38,0.5,-0.994,-0.009,0.033,-0.0636,0.0918,0.1337,-0.4083,0.275,-1,
2016,1,9,13,29,38,0.5312,-0.994,-0.012,0.035,-0.0655,0.0891,0.1316,-0.2833,-0.025,0.2833,
2016,1,9,13,29,38,0.5625,-0.995,-0.01,0.022,-0.0609,0.0891,0.1316,-0.725,0.4,-0.625,
2016,1,9,13,29,38,0.5937,-0.991,-0.01,0.026,-0.0645,0.0882,0.1255,-0.6,-0.2667,-0.325,
2016,1,9,13,29,38,0.625,-0.999,-0.008,0.024,-0.0636,0.0936,0.1337,-0.3167,0.3083,-0.0833,
2016,1,9,13,29,38,0.6562,-0.993,-0.011,0.027,-0.0618,0.0927,0.1316,-0.25,-0.3333,-0.6667,
2016,1,9,13,29,38,0.6875,-0.999,-0.004,0.021,-0.0645,0.0909,0.1296,-0.3583,0.7417,0.2917,
2016,1,9,13,29,38,0.7187,-1.001,-0.005,0.019,-0.0545,0.1009,0.1357,-0.2083,-0.3417,-0.55,
2016,1,9,13,29,38,0.75,-0.998,-0.01,0.017,-0.06,0.0927,0.1327,-0.4083,0.3833,-0.2667,
2016,1,9,13,29,38,0.7812,-0.995,-0.005,0.027,-0.0627,0.0927,0.1296,-0.2417,-0.4083,-0.1667,
2016,1,9,13,29,38,0.8125,-0.996,-0.008,0.02,-0.0636,0.0918,0.1306,-0.4167,0.5667,-0.45,
2016,1,9,13,29,38,0.8437,-0.995,-0.008,0.028,-0.0627,0.09,0.1286,-0.2833,-0.1,0.0667,
2016,1,9,13,29,38,0.875,-0.993,-0.012,0.029,-0.06,0.0927,0.1347,-0.5833,0.1917,-0.6917,
2016,1,9,13,29,38,0.9062,-0.997,-0.005,0.046,-0.0518,0.1009,0.1367,-0.275,-0.3083,0,
2016,1,9,13,29,38,0.9375,-0.993,-0.009,0.045,-0.0645,0.0936,0.1347,-0.5167,0.0333,-0.5417,
2016,1,9,13,29,38,0.9687,-0.997,-0.004,0.031,-0.0627,0.0918,0.1327,-0.5583,0.8417,-0.0833,
2016,1,9,13,29,39,0,-0.996,-0.009,0.022,-0.0627,0.0927,0.1327,-0.375,-0.5083,-0.35,
2016,1,9,13,29,39,0.0312,-0.995,-0.008,0.023,-0.0655,0.0882,0.1265,-0.8583,0.6833,-0.525,
2016,1,9,13,29,39,0.0625,-0.996,-0.008,0.022,-0.0555,0.0964,0.1327,-0.475,-0.2417,0.0833,
2016,1,9,13,29,39,0.0937,-0.994,-0.01,0.025,-0.0564,0.0936,0.1367,-0.3083,0.2333,-0.8333,
2016,1,9,13,29,39,0.125,-0.991,-0.008,0.024,-0.0618,0.0909,0.1316,-0.375,0.075,0.2333,
2016,1,9,13,29,39,0.1562,-0.991,-0.009,0.025,-0.06,0.0927,0.1327,-0.3333,0.5667,-0.5333,
2016,1,9,13,29,39,0.1875,-0.993,-0.007,0.016,-0.06,0.0909,0.1378,-0.5417,0.55,-0.225,
2016,1,9,13,29,39,0.2187,-0.993,-0.009,0.027,-0.0564,0.0927,0.1327,-0.4833,-0.3,-0.425,
2016,1,9,13,29,39,0.25,-0.994,-0.008,0.024,-0.06,0.0891,0.1296,-0.4833,0.7333,-0.1833,
2016,1,9,13,29,39,0.2812,-0.993,-0.005,0.027,-0.0609,0.0927,0.1327,-0.3083,-0.375,-0.3583,
2016,1,9,13,29,39,0.3125,-0.991,-0.009,0.029,-0.0518,0.0909,0.1306,-0.5667,0.2833,-0.3583,
2016,1,9,13,29,39,0.3437,-0.995,-0.006,0.027,-0.0555,0.0927,0.1378,-0.4917,-0.0083,-0.1583,
2016,1,9,13,29,39,0.375,-0.993,-0.009,0.03,-0.0582,0.09,0.1347,-0.4833,0.125,-0.4083,
2016,1,9,13,29,39,0.4062,-0.993,-0.004,0.028,-0.0564,0.0891,0.1347,-0.4333,0.35,-0.05,
2016,1,9,13,29,39,0.4375,-0.99,-0.011,0.02,-0.0555,0.0909,0.1378,-0.3833,0.0333,-0.6333,
2016,1,9,13,29,39,0.4687,-0.992,-0.011,0.025,-0.0527,0.0936,0.1388,-0.3833,-0.075,-0.0833,
2016,1,9,13,29,39,0.5,-0.989,-0.011,0.023,-0.0545,0.09,0.1378,-0.3583,0.3,-0.3667,
2016,1,9,13,29,39,0.5312,-0.989,-0.013,0.024,-0.0555,0.0864,0.1316,-0.2083,0.1833,-0.15,
2016,1,9,13,29,39,0.5625,-0.992,-0.005,0.017,-0.05,0.0936,0.1418,-0.3333,0.175,-0.35,
2016,1,9,13,29,39,0.5937,-0.991,-0.008,0.028,-0.0527,0.0909,0.1357,-0.3583,-0.3667,-0.525,
2016,1,9,13,29,39,0.625,-0.995,-0.009,0.027,-0.0545,0.09,0.1378,-0.3667,0.4167,-0.025,
2016,1,9,13,29,39,0.6562,-0.997,-0.011,0.03,-0.0445,0.0945,0.1388,-0.5167,0.3167,-0.4,
2016,1,9,13,29,39,0.6875,-0.998,-0.008,0.031,-0.0527,0.0945,0.1388,-0.9583,0.2,-0.0917,
2016,1,9,13,29,39,0.7187,-0.993,-0.009,0.022,-0.0545,0.09,0.1357,-0.825,0.4417,-0.5167,
2016,1,9,13,29,39,0.75,-0.992,-0.003,0.032,-0.0518,0.0918,0.1398,0.4583,-1.2833,0.0167,
2016,1,9,13,29,39,0.7812,-0.99,-0.019,0.013,-0.0545,0.0873,0.1327,-0.15,0.2917,-1.0417,
2016,1,9,13,29,39,0.8125,-0.996,-0.002,0.029,-0.0573,0.0882,0.1327,0.1167,-0.3667,0.1417,
2016,1,9,13,29,39,0.8437,-0.995,-0.011,0.029,-0.05,0.0909,0.1388,-0.3583,0.075,-0.7917,
2016,1,9,13,29,39,0.875,-0.998,-0.003,0.022,-0.0509,0.0918,0.1378,-0.875,0.6833,-0.2583,
2016,1,9,13,29,39,0.9062,-0.995,-0.006,0.025,-0.0555,0.0864,0.1388,-0.5583,0.1,0.1333,
2016,1,9,13,29,39,0.9375,-0.992,-0.012,0.027,-0.0545,0.0909,0.1347,-1.1833,0.3167,-0.975,
2016,1,9,13,29,39,0.9687,-0.993,-0.006,0.023,-0.0545,0.0891,0.1367,-0.5167,0.3583,0.6167,
2016,1,9,13,29,40,0,-0.996,-0.015,0.026,-0.0509,0.0909,0.1378,-0.9417,0.5417,-0.0583,
2016,1,9,13,29,40,0.0312,-1.003,-0.006,0.015,-0.0491,0.09,0.1367,-1.225,0.55,-0.0833,
2016,1,9,13,29,40,0.0625,-0.995,-0.01,0.031,-0.0573,0.0845,0.1337,-0.6417,-1,-0.8083,
2016,1,9,13,29,40,0.0937,-0.994,-0.011,0.027,-0.0518,0.0909,0.1388,-0.3583,0.8583,0.1,
2016,1,9,13,29,40,0.125,-0.995,-0.012,0.024,-0.0536,0.0918,0.1378,0.1833,-0.4667,-0.425,
2016,1,9,13,29,40,0.1562,-0.994,-0.01,0.039,-0.0536,0.0891,0.1398,0.8083,-1.625,-0.15,
2016,1,9,13,29,40,0.1875,-0.993,-0.013,0.023,-0.0509,0.09,0.1367,-0.9917,1.5333,-0.8833,
2016,1,9,13,29,40,0.2187,-0.996,-0.009,0.011,-0.0527,0.0909,0.1367,-0.3583,0.8333,0.7083,
2016,1,9,13,29,40,0.25,-0.988,-0.009,0.046,-0.0482,0.0918,0.1378,1.8,-2.2667,-1,
2016,1,9,13,29,40,0.2812,-0.986,-0.02,0.04,-0.0545,0.0882,0.1337,-0.075,0.8833,-0.5167,
2016,1,9,13,29,40,0.3125,-0.998,-0.003,0.016,-0.0573,0.0873,0.1337,-0.0083,0.875,0.6583,
2016,1,9,13,29,40,0.3437,-0.988,-0.012,0.041,-0.0545,0.0882,0.1367,-0.4583,-1.5417,-1.4167,
2016,1,9,13,29,40,0.375,-0.994,-0.002,0.011,-0.0473,0.0955,0.1367,-2.15,3.0667,0.775,
2016,1,9,13,29,40,0.4062,-0.985,-0.012,0.038,-0.0518,0.0891,0.1378,-0.1917,-1.5917,-0.65,
2016,1,9,13,29,40,0.4375,-0.995,-0.006,0.029,-0.0545,0.0864,0.1347,-1.0667,1.3417,-0.2667,
2016,1,9,13,29,40,0.4687,-0.995,-0.006,0.03,-0.0564,0.09,0.1388,-0.4667,0.5833,0.1417,
2016,1,9,13,29,40,0.5,-0.991,-0.011,0.036,-0.0555,0.0909,0.1367,-0.175,-0.8,-0.9583,
2016,1,9,13,29,40,0.5312,-1,-0.001,0.02,-0.0573,0.0873,0.1316,-0.675,1.4333,0.4,
2016,1,9,13,29,40,0.5625,-0.993,-0.007,0.038,-0.05,0.0918,0.1367,-0.35,-1.4417,-0.8917,
2016,1,9,13,29,40,0.5937,-0.991,-0.007,0.026,-0.0536,0.0891,0.1367,0.1,0.7,-0.15,
2016,1,9,13,29,40,0.625,-0.988,-0.018,0.025,-0.0536,0.0891,0.1357,0.3167,-0.4833,0.0167,
2016,1,9,13,29,40,0.6562,-0.991,-0.015,0.015,-0.0564,0.0891,0.1337,-0.8917,1.7583,-0.7833,
2016,1,9,13,29,40,0.6875,-0.993,-0.012,0.023,-0.0555,0.0891,0.1357,-0.4833,-0.75,0.6417,
2016,1,9,13,29,40,0.7187,-0.992,-0.02,0.018,-0.0564,0.0882,0.1357,-0.2083,-0.0333,-1.4333,
2016,1,9,13,29,40,0.75,-0.993,0.001,0.025,-0.0455,0.0945,0.1367,0.075,-0.1833,0.6917,
2016,1,9,13,29,40,0.7812,-0.991,-0.011,0.02,-0.0564,0.0891,0.1357,-0.55,-0.2167,-0.1083,
2016,1,9,13,29,40,0.8125,-0.997,-0.005,0.03,-0.0536,0.09,0.1327,-0.9833,1.2583,-0.0417,
2016,1,9,13,29,40,0.8437,-0.996,-0.015,0.02,-0.0545,0.09,0.1347,-0.4333,-0.5083,-0.5917,
2016,1,9,13,29,40,0.875,-0.994,-0.005,0.023,-0.0573,0.09,0.1316,-0.0167,0.175,0.3167,
2016,1,9,13,29,40,0.9062,-0.989,-0.014,0.027,-0.0545,0.0882,0.1347,-0.3417,-0.7417,-1.1,
2016,1,9,13,29,40,0.9375,-0.987,-0.013,0.025,-0.0518,0.0945,0.1378,-0.4833,1.1167,0.5667,
2016,1,9,13,29,40,0.9687,-0.996,-0.006,0.02,-0.0564,0.09,0.1367,-0.0583,-0.8833,-0.7667,
2016,1,9,13,29,41,0,-0.996,-0.014,0.023,-0.0573,0.09,0.1357,-0.5333,0.5917,-0.5417,
2016,1,9,13,29,41,0.0312,-0.998,-0.004,0.018,-0.0564,0.0855,0.1327,-0.4917,0.2667,0.3083,
2016,1,9,13,29,41,0.0625,-0.989,-0.013,0.033,-0.0536,0.0927,0.1357,-0.3417,-0.2833,-1.0167,
2016,1,9,13,29,41,0.0937,-0.994,-0.005,0.028,-0.0491,0.0964,0.1378,-0.275,0.3,0.3417,
2016,1,9,13,29,41,0.125,-0.992,-0.011,0.026,-0.0527,0.0945,0.1367,-0.5167,-0.1583,-0.7917,
2016,1,9,13,29,41,0.1562,-0.993,-0.012,0.019,-0.0582,0.0909,0.1378,-0.5833,0.5667,0.1333,
2016,1,9,13,29,41,0.1875,-0.995,-0.007,0.028,-0.06,0.0909,0.1388,-0.4667,-0.3417,-0.4417,
2016,1,9,13,29,41,0.2187,-0.991,-0.006,0.023,-0.0582,0.0927,0.1378,-0.4833,0.25,-0.55,
2016,1,9,13,29,41,0.25,-0.995,-0.003,0.02,-0.0582,0.09,0.1306,-0.5,0.375,0.1917,
2016,1,9,13,29,41,0.2812,-0.99,-0.013,0.024,-0.06,0.0873,0.1347,-0.2833,-0.1417,-0.9417,
2016,1,9,13,29,41,0.3125,-0.992,-0.002,0.029,-0.0509,0.0973,0.1388,-0.2417,0.075,0.2417,
2016,1,9,13,29,41,0.3437,-0.995,-0.009,0.028,-0.0545,0.0909,0.1367,-0.6,0.2,-0.7667,
2016,1,9,13,29,41,0.375,-0.997,-0.009,0.031,-0.0545,0.0873,0.1316,-0.5667,-0.0583,-0.0167,
2016,1,9,13,29,41,0.4062,-0.998,-0.01,0.03,-0.0536,0.0891,0.1367,-0.6083,0.4333,-0.275,
2016,1,9,13,29,41,0.4375,-0.993,-0.005,0.023,-0.0545,0.0909,0.1388,-0.475,-0.05,-0.6,
2016,1,9,13,29,41,0.4687,-0.997,-0.008,0.027,-0.0536,0.0918,0.1398,-0.1,0.1667,0.1833,
2016,1,9,13,29,41,0.5,-0.995,-0.009,0.025,-0.0545,0.0891,0.1347,-0.4833,-0.4083,-0.8167,
2016,1,9,13,29,41,0.5312,-0.993,-0.008,0.014,-0.0564,0.0864,0.1316,-0.55,0.7583,0.05,
2016,1,9,13,29,41,0.5625,-0.99,-0.015,0.027,-0.0518,0.0909,0.1347,-0.4833,-0.0083,-0.4333,
2016,1,9,13,29,41,0.5937,-0.99,-0.011,0.032,-0.0509,0.0918,0.1398,-0.55,0.8917,0.25,
2016,1,9,13,29,41,0.625,-0.991,-0.011,0.014,-0.0509,0.0891,0.1367,-0.4,-0.4917,-0.75,
2016,1,9,13,29,41,0.6562,-0.989,-0.01,0.032,-0.0509,0.09,0.1357,-0.7583,0.0417,-0.0167,
2016,1,9,13,29,41,0.6875,-0.995,-0.012,0.022,-0.05,0.0927,0.1378,-0.5417,0.2917,-0.3917,
2016,1,9,13,29,41,0.7187,-0.993,-0.014,0.028,-0.0527,0.0891,0.1408,0.3583,-0.6667,-0.225,
2016,1,9,13,29,41,0.75,-0.991,-0.012,0.025,-0.0555,0.0864,0.1357,0.1667,0.0417,-0.225,
2016,1,9,13,29,41,0.7812,-0.993,-0.011,0.031,-0.0509,0.0891,0.1357,-0.3583,-0.2417,-0.6,
2016,1,9,13,29,41,0.8125,-0.994,-0.007,0.019,-0.0509,0.0882,0.1388,-0.4417,0.75,0.225,
2016,1,9,13,29,41,0.8437,-0.99,-0.008,0.028,-0.0509,0.0891,0.1388,-0.4333,-0.5667,-0.625,
2016,1,9,13,29,41,0.875,-0.988,-0.01,0.031,-0.0345,0.0945,0.1439,-0.525,0.3583,-0.2167,
2016,1,9,13,29,41,0.9062,-0.998,-0.012,0.021,-0.0491,0.0891,0.1408,-0.4333,0.55,-0.4,
2016,1,9,13,29,41,0.9375,-1.002,-0.01,0.034,-0.0518,0.09,0.1408,-0.2417,-0.9083,-0.3333,
2016,1,9,13,29,41,0.9687,-0.999,-0.004,0.039,-0.0527,0.0891,0.1388,-0.7333,0.9417,-0.1417,
2016,1,9,13,29,42,0,-0.997,-0.007,0.018,-0.0464,0.0864,0.1357,-0.0583,0.1667,-0.375,
2016,1,9,13,29,42,0.0312,-0.994,-0.012,0.026,-0.0527,0.0855,0.1347,0.2083,-0.4333,-0.3833,
2016,1,9,13,29,42,0.0625,-0.994,-0.015,0.027,-0.05,0.0855,0.1347,-0.4833,0.6,-0.375,
2016,1,9,13,29,42,0.0937,-0.99,-0.01,0.031,-0.05,0.0873,0.1398,-0.35,-0.3667,-0.1917,
2016,1,9,13,29,42,0.125,-0.991,-0.01,0.032,-0.0473,0.0882,0.1378,-0.65,0.3167,-0.5833,
2016,1,9,13,29,42,0.1562,-0.991,-0.008,0.035,-0.0518,0.09,0.1388,-0.7417,-0.1167,-0.1083,
2016,1,9,13,29,42,0.1875,-0.992,-0.011,0.028,-0.0509,0.09,0.1378,-0.475,0.5917,-0.5583,
2016,1,9,13,29,42,0.2187,-0.995,-0.004,0.031,-0.0509,0.0882,0.1378,-0.2333,-0.0583,0.0667,
2016,1,9,13,29,42,0.25,-0.99,-0.013,0.024,-0.0464,0.0882,0.1398,-0.775,0.225,-0.8333,
2016,1,9,13,29,42,0.2812,-0.992,-0.008,0.027,-0.05,0.0845,0.1357,-0.8417,-0.0167,0.025,
2016,1,9,13,29,42,0.3125,-0.988,-0.011,0.02,-0.0491,0.0845,0.1378,-1.1,0.8333,-0.125,
2016,1,9,13,29,42,0.3437,-0.989,-0.009,0.031,-0.0473,0.0873,0.1367,-0.0917,-0.7083,-0.75,
2016,1,9,13,29,42,0.375,-0.995,-0.008,0.022,-0.0491,0.09,0.1388,0.35,0.45,0.0833,
2016,1,9,13,29,42,0.4062,-0.995,-0.013,0.03,-0.0482,0.0909,0.1388,-0.4,0.4,-0.1917,
2016,1,9,13,29,42,0.4375,-0.993,-0.008,0.022,-0.0491,0.09,0.1398,-0.3083,-0.4833,-0.3667,
2016,1,9,13,29,42,0.4687,-0.989,-0.01,0.03,-0.0482,0.0882,0.1388,-0.5583,0.3083,-0.275,
2016,1,9,13,29,42,0.5,-0.994,-0.009,0.019,-0.0536,0.0864,0.1357,-0.5833,0.575,-0.0583,
2016,1,9,13,29,42,0.5312,-0.993,-0.012,0.033,-0.0491,0.0855,0.1337,-0.5667,-0.0917,-0.5917,
2016,1,9,13,29,42,0.5625,-0.989,-0.009,0.026,-0.0464,0.0864,0.1378,-1.15,1.0333,0.0167,
2016,1,9,13,29,42,0.5937,-0.991,-0.008,0.022,-0.05,0.0873,0.1347,-0.8167,0.1833,-0.375,
2016,1,9,13,29,42,0.625,-0.991,-0.01,0.034,-0.0464,0.0964,0.1439,0.2083,-0.7583,-0.25,
2016,1,9,13,29,42,0.6562,-0.992,-0.004,0.032,-0.0509,0.0864,0.1367,-0.425,0.575,-0.3167,
2016,1,9,13,29,42,0.6875,-0.996,-0.006,0.021,-0.0527,0.0891,0.1388,0.3333,-0.0833,-0.3167,
2016,1,9,13,29,42,0.7187,-0.993,-0.003,0.039,-0.0536,0.0873,0.1347,-1.1167,-0.025,-0.2667,
2016,1,9,13,29,42,0.75,-1,-0.009,0.006,-0.0527,0.0891,0.1357,-2.1,2.05,-0.3583,
2016,1,9,13,29,42,0.7812,-0.994,-0.006,0.046,-0.0555,0.0891,0.1347,0.3333,-2.8917,-0.3917,
2016,1,9,13,29,42,0.8125,-0.992,-0.017,0.011,-0.0482,0.0936,0.1388,-0.0583,2.3917,-0.3833,
2016,1,9,13,29,42,0.8437,-0.993,-0.006,0.025,-0.0555,0.09,0.1357,0.4583,-0.8167,0.4583,
2016,1,9,13,29,42,0.875,-0.996,-0.021,0.025,-0.0555,0.0909,0.1378,-0.55,0.5083,-1.2583,
2016,1,9,13,29,42,0.9062,-0.993,-0.003,0.034,-0.0527,0.0891,0.1347,-0.1917,-0.3333,0.6667,
2016,1,9,13,29,42,0.9375,-0.992,-0.015,0.019,-0.0582,0.0873,0.1337,-0.45,0.575,-1.025,
2016,1,9,13,29,42,0.9687,-0.994,-0.004,0.027,-0.0545,0.0891,0.1327,-0.1917,-0.3167,0.125,
2016,1,9,13,29,43,0,-0.995,-0.005,0.026,-0.06,0.0855,0.1347,-0.4417,-0.0667,-0.55,
2016,1,9,13,29,43,0.0312,-0.987,-0.006,0.033,-0.0555,0.09,0.1388,-0.6583,-0.2583,-0.75,
2016,1,9,13,29,43,0.0625,-0.988,-0.011,0.02,-0.0555,0.0909,0.1347,-0.7167,1.2,0.3333,
2016,1,9,13,29,43,0.0937,-0.987,-0.015,0.036,-0.0536,0.0891,0.1347,-0.5417,-0.6083,-0.9417,
2016,1,9,13,29,43,0.125,-0.994,-0.009,0.017,-0.0527,0.0909,0.1347,-0.2917,0.3667,0.1917,
2016,1,9,13,29,43,0.1562,-0.993,-0.013,0.027,-0.0545,0.0927,0.1327,-0.1417,0.0083,-0.4167,
2016,1,9,13,29,43,0.1875,-0.99,-0.008,0.024,-0.0582,0.0882,0.1357,-0.3333,0,0.0583,
2016,1,9,13,29,43,0.2187,-0.99,-0.005,0.032,-0.0591,0.0918,0.1337,-0.1917,0.2167,-0.8833,
2016,1,9,13,29,43,0.25,-0.992,-0.007,0.018,-0.0618,0.0882,0.1316,-0.1167,0.675,0.1917,
2016,1,9,13,29,43,0.2812,-0.994,-0.005,0.023,-0.0555,0.0945,0.1357,-0.5167,-0.1,-0.4917,
2016,1,9,13,29,43,0.3125,-0.992,-0.01,0.031,-0.0536,0.0964,0.1367,-0.95,-0.075,-0.225,
2016,1,9,13,29,43,0.3437,-0.994,-0.006,0.032,-0.0573,0.0909,0.1316,-0.875,0.8667,-0.1083,
2016,1,9,13,29,43,0.375,-0.993,-0.009,0.023,-0.0573,0.0909,0.1357,-0.625,-0.1833,-0.6333,
2016,1,9,13,29,43,0.4062,-0.999,-0.008,0.023,-0.0591,0.0909,0.1367,-0.275,0.275,0.1,
2016,1,9,13,29,43,0.4375,-0.993,-0.012,0.026,-0.0573,0.0855,0.1306,-0.25,-0.2583,-0.6083,
2016,1,9,13,29,43,0.4687,-0.995,-0.015,0.024,-0.0645,0.09,0.1306,-0.4667,0.5667,-0.125,
2016,1,9,13,29,43,0.5,-0.99,-0.009,0.032,-0.06,0.0891,0.1306,-0.1917,-0.5167,-0.2167,
2016,1,9,13,29,43,0.5312,-0.99,-0.016,0.031,-0.0609,0.0945,0.1306,-0.6,0.3667,-0.65,
2016,1,9,13,29,43,0.5625,-0.994,-0.007,0.025,-0.0655,0.0927,0.1327,-0.4333,0.4083,0.275,
2016,1,9,13,29,43,0.5937,-0.991,-0.011,0.036,-0.0609,0.0927,0.1306,-0.3667,-0.7333,-0.9417,
2016,1,9,13,29,43,0.625,-0.994,-0.008,0.029,-0.0609,0.0936,0.1327,-0.475,0.625,0.1417,
2016,1,9,13,29,43,0.6562,-0.991,-0.005,0.03,-0.0664,0.0945,0.1276,-0.3083,-0.0167,-0.2917,
2016,1,9,13,29,43,0.6875,-0.99,-0.011,0.03,-0.0655,0.0945,0.1316,-0.5333,-0.0167,-0.6,
2016,1,9,13,29,43,0.7187,-0.993,-0.007,0.027,-0.0518,0.1009,0.1337,-0.3417,0.1333,0.1,
2016,1,9,13,29,43,0.75,-0.991,-0.015,0.027,-0.0673,0.0918,0.1296,-0.4417,0.0417,-0.8417,
2016,1,9,13,29,43,0.7812,-0.996,-0.015,0.026,-0.0645,0.0945,0.1337,-0.375,0.0667,0.2083,
2016,1,9,13,29,43,0.8125,-0.997,-0.008,0.032,-0.0664,0.0909,0.1306,-0.1917,-0.1,-0.35,
2016,1,9,13,29,43,0.8437,-1,-0.004,0.025,-0.0609,0.0973,0.1306,-1,0.3417,0.05,
2016,1,9,13,29,43,0.875,-0.993,-0.008,0.036,-0.0609,0.0991,0.1306,-0.6083,-0.1167,-1.6833,
2016,1,9,13,29,43,0.9062,-0.996,0.005,0.026,-0.0673,0.0945,0.1316,-0.4,0.4083,1.1167,
2016,1,9,13,29,43,0.9375,-0.986,-0.01,0.039,-0.07,0.0927,0.1265,-0.525,0.0167,-1.275,
2016,1,9,13,29,43,0.9687,-0.996,-0.002,0.031,-0.0673,0.0918,0.1306,-0.4,-0.2167,0.1667,
2016,1,9,13,29,44,0,-0.989,-0.015,0.034,-0.0682,0.0927,0.1286,-0.3,-0.8083,-0.6917,
2016,1,9,13,29,44,0.0312,-0.993,-0.012,0.035,-0.0664,0.0964,0.1306,-0.2583,0.7,0.3667,
2016,1,9,13,29,44,0.0625,-0.99,-0.008,0.025,-0.0591,0.1018,0.1316,-0.2667,-0.4,-0.9333,
